,Home_Team,Away_Team,Result,Link,Season,Round,League,reduced_link,Date_New,Referee,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Categorical Result
362,Queens Park Rangers,AFC Bournemouth,2-1,https://www.besoccer.com/match/queens-park-rangers-fc/afc-bournemouth/202175964,2021,31,championship,/match/queens-park-rangers-fc/afc-bournemouth/2021,"Saturday, 20 February 2021, 16:00", Bond D.,3,0,1,0,Home Win
363,Reading,Middlesbrough,0-2,https://www.besoccer.com/match/reading-fc/middlesbrough-fc/202175965,2021,31,championship,/match/reading-fc/middlesbrough-fc/2021,"Saturday, 20 February 2021, 16:00", Webb D.,2,0,2,0,Away Win
364,Sheffield Wednesday,Birmingham City,0-1,https://www.besoccer.com/match/sheffield-wednesday-fc/birmingham-city-fc/202175966,2021,31,championship,/match/sheffield-wednesday-fc/birmingham-city-fc/2021,"Saturday, 20 February 2021, 16:00", Mason L.,2,1,2,0,Away Win
365,Stoke City,Luton Town,3-0,https://www.besoccer.com/match/stoke-city/luton-town-fc/202175967,2021,31,championship,/match/stoke-city/luton-town-fc/2021,"Saturday, 20 February 2021, 16:00", Jones R.,1,0,2,0,Home Win
366,Birmingham City,Norwich City,1-3,https://www.besoccer.com/match/birmingham-city-fc/norwich-city-fc/202175969,2021,32,championship,/match/birmingham-city-fc/norwich-city-fc/2021,"Tuesday, 23 February 2021, 20:00", Langford O.,2,0,2,0,Away Win
367,Derby County,Huddersfield Town,2-0,https://www.besoccer.com/match/derby-county-fc/huddersfield-town-fc/202175970,2021,32,championship,/match/derby-county-fc/huddersfield-town-fc/2021,"Tuesday, 23 February 2021, 20:00", Eltringham G.,1,0,3,1,Home Win
368,Middlesbrough,Bristol City,1-3,https://www.besoccer.com/match/middlesbrough-fc/bristol-city-fc/202175972,2021,32,championship,/match/middlesbrough-fc/bristol-city-fc/2021,"Tuesday, 23 February 2021, 20:00", Robinson T.,1,0,2,0,Away Win
369,Luton Town,Millwall,1-1,https://www.besoccer.com/match/luton-town-fc/millwall-fc/202175971,2021,32,championship,/match/luton-town-fc/millwall-fc/2021,"Tuesday, 23 February 2021, 20:45", Scott G.,2,0,1,0,Draw
370,Rotherham United,Nottingham Forest,0-1,https://www.besoccer.com/match/rotherham-united/nottingham-forest-fc/202175973,2021,32,championship,/match/rotherham-united/nottingham-forest-fc/2021,"Tuesday, 23 February 2021, 20:45", Donohue M.,3,0,1,0,Away Win
371,Wycombe Wanderers,Reading,1-0,https://www.besoccer.com/match/wycombe-wanderers/reading-fc/202175974,2021,32,championship,/match/wycombe-wanderers/reading-fc/2021,"Tuesday, 23 February 2021, 20:45", Whitestone D.,2,1,2,0,Home Win
372,Barnsley,Stoke City,2-0,https://www.besoccer.com/match/barnsley-fc/stoke-city/202175976,2021,32,championship,/match/barnsley-fc/stoke-city/2021,"Wednesday, 24 February 2021, 20:00", Bond D.,0,0,3,0,Home Win
373,Brentford,Sheffield Wednesday,3-0,https://www.besoccer.com/match/brentford/sheffield-wednesday-fc/202175978,2021,32,championship,/match/brentford/sheffield-wednesday-fc/2021,"Wednesday, 24 February 2021, 20:00", Simpson J.,3,0,1,0,Home Win
374,Swansea City,Coventry City,1-0,https://www.besoccer.com/match/swansea-city-afc/coventry-city/202175980,2021,32,championship,/match/swansea-city-afc/coventry-city/2021,"Wednesday, 24 February 2021, 20:00", Woolmer A.,1,0,2,0,Home Win
375,AFC Bournemouth,Cardiff City,1-2,https://www.besoccer.com/match/afc-bournemouth/cardiff-city-fc/202175975,2021,32,championship,/match/afc-bournemouth/cardiff-city-fc/2021,"Wednesday, 24 February 2021, 20:45", Ward G.,3,0,4,0,Away Win
376,Blackburn Rovers,Watford,2-3,https://www.besoccer.com/match/blackburn-rovers-fc/watford-fc/202175977,2021,32,championship,/match/blackburn-rovers-fc/watford-fc/2021,"Wednesday, 24 February 2021, 20:45", Linington J.,1,0,0,0,Away Win
377,Preston North End,Queens Park Rangers,0-0,https://www.besoccer.com/match/preston-north-end/queens-park-rangers-fc/202175979,2021,32,championship,/match/preston-north-end/queens-park-rangers-fc/2021,"Wednesday, 24 February 2021, 20:45", England D.,0,0,2,0,Draw
378,Derby County,Nottingham Forest,1-1,https://www.besoccer.com/match/derby-county-fc/nottingham-forest-fc/202175986,2021,33,championship,/match/derby-county-fc/nottingham-forest-fc/2021,"Friday, 26 February 2021, 20:45", Langford O.,1,0,0,0,Draw
379,AFC Bournemouth,Watford,1-0,https://www.besoccer.com/match/afc-bournemouth/watford-fc/202175981,2021,33,championship,/match/afc-bournemouth/watford-fc/2021,"Saturday, 27 February 2021, 13:30", Harrington T.,4,1,6,1,Home Win
380,Barnsley,Millwall,2-1,https://www.besoccer.com/match/barnsley-fc/millwall-fc/202175982,2021,33,championship,/match/barnsley-fc/millwall-fc/2021,"Saturday, 27 February 2021, 16:00", Doughty L.,1,0,1,0,Home Win
381,Birmingham City,Queens Park Rangers,2-1,https://www.besoccer.com/match/birmingham-city-fc/queens-park-rangers-fc/202175983,2021,33,championship,/match/birmingham-city-fc/queens-park-rangers-fc/2021,"Saturday, 27 February 2021, 16:00", Webb D.,3,0,2,0,Home Win
382,Blackburn Rovers,Coventry City,1-1,https://www.besoccer.com/match/blackburn-rovers-fc/coventry-city/202175984,2021,33,championship,/match/blackburn-rovers-fc/coventry-city/2021,"Saturday, 27 February 2021, 16:00", Bond D.,1,0,2,1,Draw
383,Brentford,Stoke City,2-1,https://www.besoccer.com/match/brentford/stoke-city/202175985,2021,33,championship,/match/brentford/stoke-city/2021,"Saturday, 27 February 2021, 16:00", Brooks J.,1,0,3,0,Home Win
384,Luton Town,Sheffield Wednesday,3-2,https://www.besoccer.com/match/luton-town-fc/sheffield-wednesday-fc/202175987,2021,33,championship,/match/luton-town-fc/sheffield-wednesday-fc/2021,"Saturday, 27 February 2021, 16:00", Salisbury G.,1,0,2,0,Home Win
385,Middlesbrough,Cardiff City,1-1,https://www.besoccer.com/match/middlesbrough-fc/cardiff-city-fc/202175988,2021,33,championship,/match/middlesbrough-fc/cardiff-city-fc/2021,"Saturday, 27 February 2021, 16:00", Gillett J.,0,0,3,0,Draw
386,Preston North End,Huddersfield Town,3-0,https://www.besoccer.com/match/preston-north-end/huddersfield-town-fc/202175989,2021,33,championship,/match/preston-north-end/huddersfield-town-fc/2021,"Saturday, 27 February 2021, 16:00", Linington J.,2,0,3,0,Home Win
387,Rotherham United,Reading,0-1,https://www.besoccer.com/match/rotherham-united/reading-fc/202175990,2021,33,championship,/match/rotherham-united/reading-fc/2021,"Saturday, 27 February 2021, 16:00", Coote D.,3,0,0,0,Away Win
388,Swansea City,Bristol City,1-3,https://www.besoccer.com/match/swansea-city-afc/bristol-city-fc/202175991,2021,33,championship,/match/swansea-city-afc/bristol-city-fc/2021,"Saturday, 27 February 2021, 16:00", Stroud K.,1,0,2,0,Away Win
389,Wycombe Wanderers,Norwich City,0-2,https://www.besoccer.com/match/,2021,33,championship,/match/wycombe-wanderers/norwich-city-fc/2021,"Sunday, 28 February 2021, 13:00", Jones R.,3,0,1,0,Away Win
